type,jan_regis,feb_regis,mar_regis,apr_regis,total_regis,jan_m,feb_m,mar_m,apr_m,total_m
การขายส่งสื่อบันทึกเสียงและวีดิทัศน์ที่บันทึกข้อมูลแล้ว,0,0,0,0,0,0,0,0,0,0
การขายส่งเครื่องกีฬา,5,7,1,7,20,9.1,10,1,5.6,25.7
การขายส่งเกมและของเล่น,7,2,5,9,23,9,3,5,13.9,30.9
การขายส่งสินค้าวัฒนธรรมและนันทนาการอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,2,3,1,2,8,1.5,0.7,0.2,2,4.4
การขายส่งสินค้าทางเภสัชภัณฑ์และทางการแพทย์เครื่องหอมและเครื่องสำอาง,0,0,0,0,0,0,0,0,0,0
การขายส่งสินค้าทางเภสัชภัณฑ์และทางการแพทย์,74,67,46,43,230,126.7,119.5,74.65,81.21,402.06
การขายส่งเครื่องหอม,2,4,3,2,11,3,4.5,2.1,3,12.6
การขายส่งเครื่องสำอาง,64,46,33,32,175,85.7,62.15,41.636,48,237.486
การขายส่งสินค้าในครัวเรือนอื่นๆ,0,0,0,0,0,0,0,0,0,0
การขายส่งอุปกรณ์ถ่ายภาพและทัศนศาสตร์,2,1,1,0,4,3,2,1,0,6
การขายส่งนาฬิกาและเครื่องประดับ,8,14,17,12,51,18,45,44,28.7,135.7
การขายส่งเครื่องหนังและเครื่องใช้สำหรับการเดินทาง,0,3,0,2,5,0,4,0,8,12
การขายส่งเฟอร์นิเจอร์ชนิดใช้ในครัวเรือน,16,11,15,22,64,17.5,14,27.7,228,287.2
การขายส่งเครื่องดินเผาเครื่องแก้วและเครื่องครัว,1,2,0,5,8,1,3,0,4.6,8.6
การขายส่งสินค้าในครัวเรือนอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,7,14,11,8,40,7,41.1,15.2,10.3,73.6
การขายส่งเครื่องจักรอุปกรณ์และเครื่องมือเครื่องใช้ต่างๆ,0,0,0,0,0,0,0,0,0,0
การขายส่งคอมพิวเตอร์อุปกรณ์ต่อพ่วงคอมพิวเตอร์และซอฟต์แวร์,13,14,15,14,56,18.85,20.6,23.025,24,86.475
การขายส่งอุปกรณ์และชิ้นส่วนทางอิเล็กทรอนิกส์และทางการสื่อสารโทรคมนาคม,0,0,0,0,0,0,0,0,0,0
การขายส่งอุปกรณ์และชิ้นส่วนอิเล็กทรอนิกส์,24,16,12,11,63,53.7,46.51,21.5,34.5,156.21
การขายส่งโทรศัพท์และอุปกรณ์การสื่อสารโทรคมนาคม,14,14,18,18,64,17,23.5,31.2,28.1,99.8
การขายส่งเครื่องจักรอุปกรณ์และเครื่องใช้ทางการเกษตร,15,6,15,7,43,24.8,5,17.5,8.05,55.35
การขายส่งเครื่องจักรและอุปกรณ์อื่นๆ,0,0,0,0,0,0,0,0,0,0
การขายส่งอุปกรณ์ขนส่ง (ยกเว้นยานยนต์จักรยานยนต์และจักรยาน),6,3,2,1,12,14,7,1.5,5,27.5
การขายส่งเครื่องจักรและอุปกรณ์งานวิศวกรรมโยธางานเหมืองแร่และงานก่อสร้าง,7,3,7,5,22,21.5,2.5,16,8,48
การขายส่งเครื่องจักรและอุปกรณ์เพื่อใช้ในงานอุตสาหกรรม,25,26,28,29,108,39.7,92.7,43.6,44.06,220.06
การขายส่งเครื่องจักรอุปกรณ์และเฟอร์นิเจอร์ชนิดใช้ในสำนักงาน,7,2,5,10,24,10,2.5,6,21,39.5
การขายส่งเครื่องจักรและอุปกรณ์อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,97,68,70,61,296,258.5,129.9,179.25,120.1,687.75
การขายส่งสินค้าเฉพาะทางอื่นๆ,0,0,0,0,0,0,0,0,0,0
การขายส่งเชื้อเพลิงแข็งเชื้อเพลิงเหลวและเชื้อเพลิงก๊าซ รวมทั้งผลิตภัณฑ์ที่เกี่ยวเนื่อง,0,0,0,0,0,0,0,0,0,0
การขายส่งเชื้อเพลิงแข็ง,3,4,1,3,11,6.5,3.3,0.8,3,13.6
การขายส่งเชื้อเพลิงเหลว,5,3,5,7,20,6,4,13,23,46
การขายส่งเชื้อเพลิงก๊าซ,2,3,0,1,6,3.58,11,0,1,15.58
การขายส่งผลิตภัณฑ์ที่ได้จากการกลั่นปิโตรเลียม,8,1,6,3,18,10.5,1,18,11,40.5
การขายส่งโลหะและสินแร่โลหะ,0,0,0,0,0,0,0,0,0,0
การขายส่งแร่โลหะที่เป็นเหล็กและนอกกลุ่มเหล็ก,12,6,5,4,27,27.3,14,7,15,63.3
การขายส่งเหล็กเหล็กกล้าและโลหะที่นอกกลุ่มเหล็กขั้นมูลฐาน,16,22,16,13,67,17.8,141,87,19.6,265.4
การขายส่งวัสดุก่อสร้างเครื่องโลหะอุปกรณ์และเครื่องมือเครื่องใช้เกี่ยวกับการวางท่อและการทำความร้อน,0,0,0,0,0,0,0,0,0,0
การขายส่งอิฐหินปูนทรายและผลิตภัณฑ์คอนกรีต,14,7,9,8,38,27.7,15.5,18.12,15.5,76.82
การขายส่งไม้และผลิตภัณฑ์จากไม้แปรรูปขั้นต้น,16,9,9,9,43,33.1,14.98,9.5,15,72.58
การขายส่งสีทาน้ำมันชักเงาและแลกเกอร์,2,1,0,3,6,5,5,0,5,15
การขายส่งอุปกรณ์การวางท่อและเครื่องสุขภัณฑ์,5,4,0,2,11,5.1,4,0,2,11.1
การขายส่งวัสดุก่อสร้างอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,27,24,29,25,105,78.7,58.4,51.01,50.1,238.21
การขายส่งเคมีภัณฑ์ทางอุตสาหกรรม,17,10,10,12,49,20.01,15.6,19.5,173.11,228.22
การขายส่งปุ๋ยและเคมีภัณฑ์ทางการเกษตร,46,51,44,40,181,52.9,78.4,51.9,65.05,248.25
การขายส่งยางพาราและพลาสติกขั้นต้น,17,12,14,12,55,29.1,17,30.5,116.3,192.9
การขายส่งบรรจุภัณฑ์ชนิดใช้ในทางอุตสาหกรรม,18,14,13,14,59,25.1,13.7,22.5,21.6,82.9
การขายส่งของเสียและเศษวัสดุเพื่อนำกลับมาใช้ใหม่,21,16,17,12,66,41,41.4,116.5,19.6,218.5
การขายส่งสินค้าเกี่ยวกับอาวุธยุทโธปกรณ์,1,1,1,1,4,1,1,5,3,10
การขายส่งผลิตภัณฑ์อื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,3,2,4,3,12,3,0.61,9,7,19.61
การขายส่งสินค้าทั่วไป,97,89,108,88,382,135.82,149.01,215.01,491.13,990.97
การขายปลีกยกเว้นยานยนต์และจักรยานยนต์,0,0,0,0,0,0,0,0,0,0
การขายปลีกในร้านค้าทั่วไป,0,0,0,0,0,0,0,0,0,0
การขายปลีกในร้านค้าทั่วไปที่มีอาหารเครื่องดื่มหรือยาสูบเป็นสินค้าหลัก,0,0,0,0,0,0,0,0,0,0
ซุปเปอร์มาร์เก็ต,9,6,5,5,25,22,10,8,4.8,44.8
ดิสเคาท์สโตร์/ซุปเปอร์เซ็นเตอร์/ไฮเปอร์มาร์เก็ต,0,0,0,1,1,0,0,0,4,4
ร้านสะดวกซื้อ/มินิมาร์ท,14,7,11,7,39,15.05,14.2,16.85,14.5,60.6
ร้านขายของชำ,6,12,12,10,40,6,20.8,18,6.76,51.56
การขายปลีกสินค้าอื่นๆในร้านค้าทั่วไป,103,82,92,83,360,194.24,135.5,115.969999,122.07,567.779999
การขายปลีกอาหารเครื่องดื่มและยาสูบในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
การขายปลีกอาหารในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกเนื้อสัตว์และผลิตภัณฑ์เนื้อสัตว์,23,15,26,22,86,21.5,21.8,30.35,28.7,102.35
ร้านขายปลีกปลาและผลิตภัณฑ์สัตว์น้ำ,6,9,7,7,29,6.1,10,8.3,6.5,30.9
ร้านขายปลีกผักและผลไม้,10,9,18,18,55,10.1,10.01,21.3,19.022,60.432
ร้านขายปลีกข้าวและผลิตภัณฑ์ที่ได้จากการสีข้าว,4,6,4,3,17,3.5,4.6,4,3,15.1
ร้านขายปลีกผลิตภัณฑ์ขนมอบ,7,10,8,4,29,6.1,12.3,8.06,3.3,29.76
ร้านขายปลีกอาหารอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,68,47,40,47,202,72.93,54.05,54.1,52.7,233.78
การขายปลีกเครื่องดื่มในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกเครื่องดื่มที่มีแอลกอฮอล์,8,3,5,0,16,7.6,1.85,4.5,0,13.95
ร้านขายปลีกเครื่องดื่มที่ไม่มีแอลกอฮอล์,25,19,24,16,84,31.5,23.55,23.1501,27.5,105.7001
การขายปลีกผลิตภัณฑ์ยาสูบในร้านค้าเฉพาะ,1,1,1,1,4,0.3,1,1,2,4.3
การขายปลีกเชื้อเพลิงยานยนต์ในร้านค้าเฉพาะ สถานี ปั๊ม,38,23,20,28,109,105.3,110.5,51,404.45,671.25
การขายปลีกเครื่องมือสารสนเทศและการสื่อสารในร้านเฉพาะ,0,0,0,0,0,0,0,0,0,0
การขายปลีกคอมพิวเตอร์อุปกรณ์ต่อพ่วงซอฟต์แวร์ และอุปกรณ์การสื่อสารโทรคมนาคมในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกคอมพิวเตอร์และอุปกรณ์ต่อพ่วงคอมพิวเตอร์,20,16,20,18,74,25.3,19.2,25.01,22.65,92.16
ร้านขายปลีกเครื่องเล่นวีดิโอเกมและซอฟต์แวร์สำเร็จรูป,6,16,11,3,36,9.1,33,35,15,92.1
ร้านขายปลีกอุปกรณ์การสื่อสารโทรคมนาคม,47,17,20,32,116,56.2,32.5,27.4,49,165.1
การขายปลีกอุปกรณ์ที่เกี่ยวกับภาพและเสียงในร้านเฉพาะ,1,5,2,1,9,1,9.5,2,1,13.5
การขายปลีกสิ่งทอในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
การขายปลีกด้ายและผ้า,8,4,3,2,17,11.8,4,2.1,1.5,19.4
ร้านขายปลีกของใช้ในครัวเรือนที่ทำจากสิ่งทอ,2,0,4,2,8,3,0,5,3,11
ร้านขายปลีกอุปกรณ์ตัดเย็บ,0,0,0,0,0,0,0,0,0,0
การขายปลีกเครื่องมือที่ทำจากโลหะสีและกระจกในร้านค้า เฉพาะ,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกเครื่องโลหะ,1,3,7,1,12,1,2.1,8,1,12.1
ร้านขายปลีกสีทาน้ำมันชักเงาและแลกเกอร์,1,1,3,1,6,3,1,4.5,1,9.5
ร้านขายปลีกอุปกรณ์การวางท่อและเครื่องสุขภัณฑ์,1,0,0,0,1,1,0,0,0,1
ร้านขายปลีกวัสดุก่อสร้างอื่นๆ,39,23,35,30,127,450.3,32.6,53.41999,45.2,581.51999
ร้านขายปลีกวัสดุก่อสร้างหลายชนิดรวมถึงวัสดุอุปกรณ์และเครื่องมือชนิดนำไปใช้ทำงานได้ด้วยตัวเอง,45,49,34,42,170,81.7,86.26,46.81,65.201111,279.971111
การขายปลีกพรมพรมหนาวัสดุปิดฝาผนังและปูพื้นในร้านค้าเฉพาะ,0,3,2,1,6,0,2.5,0.8,5,8.3
การขายปลีกเครื่องใช้ไฟฟ้าในครัวเรือนเฟอร์นิเจอร์อุปกรณ์ ไฟฟ้าแสงสว่างและของใช้ในครัวเรือนชนิดอื่นๆในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกเฟอร์นิเจอร์ชนิดใช้ในครัวเรือน,13,5,10,9,37,19.45,5.1,19,9.1,52.65
ร้านขายปลีกเครื่องดินเผาเครื่องแก้วและเครื่องครัว,1,1,2,1,5,1,1,2,2,6
ร้านขายปลีกอุปกรณ์ไฟฟ้าสำหรับให้แสงสว่าง,11,8,6,12,37,13.6,15.5,7,17.5,53.6
ร้านขายปลีกอุปกรณ์เกี่ยวกับเครื่องดนตรี,4,0,6,1,11,6.5,0,11.01,1,18.51
ร้านขายปลีกเครื่องใช้ไฟฟ้าชนิดในครัวเรือน,31,18,24,20,93,29.9,24.41,32.8,24.4,111.51
ร้านขายปลีกของใช้อื่นๆในครัวเรือนซึ่งมิได้จัดประเภทไว้ในที่อื่น,10,5,5,4,24,16.5,10,4.5,7.5,38.5
ร้านขายปลีกหนังสือหนังสือพิมพ์วารสารและนิตยสาร,3,2,2,2,9,2,1.05,2,1.3,6.35
ร้านขายปลีกเครื่องเขียนและเครื่องใช้สำนักงาน,26,20,23,11,80,26.62,21.05,21.6,10.15,79.42
การขายปลีกสื่อบันทึกเสียงเพลงและสื่อบันทึกวีดิทัศน์ในร้านค้าเฉพาะ,1,0,0,0,1,1,0,0,0,1
การขายปลีกเครื่องกีฬาในร้านค้าเฉพาะ,10,13,8,12,43,13.105,20.65,15.5,18.6,67.855
การขายปลีกเกมและของเล่นในร้านค้าเฉพาะ,9,11,10,15,45,5.5,7.35,13.1,20.5,46.45
ร้านขายปลีกผลิตภัณฑ์งานฝีมือคนไทยและของที่ระลึก,5,5,3,2,15,5.1,8.1,2.2,2,17.4
ร้านขายปลีกสินค้าทางวัฒนธรรมและนันทนาการอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,0,3,2,5,0,0,4,1.1,5.1
การขายปลีกสินค้าอื่นๆในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
การขายปลีกเสื้อผ้ารองเท้าและเครื่องหนังในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกเสื้อผ้า,67,65,90,83,305,89.469999,74.6,202.159,114.95,481.178999
ร้านขายปลีกรองเท้า,1,2,8,5,16,0.5,7,7.5,5.5,20.5
ร้านขายปลีกเครื่องหนังยกเว้นรองเท้า,2,4,2,4,12,5,5,3,2.1,15.1
การขายปลีกสินค้าทางเภสัชภัณฑ์และทางการแพทย์เครื่องหอม เครื่องสำอางและผลิตภัณฑ์ที่ใช้ในห้องน้ำในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกสินค้าทางเภสัชภัณฑ์และเวชภัณฑ์,73,52,45,46,216,76.43,53.8,50.253,45.231,225.714
ร้านขายปลีกเครื่องหอม,3,3,2,7,15,8.1,2.5,2.3,11.01,23.91
ร้านขายปลีกเครื่องสำอาง,100,101,80,82,363,131.085,114.11,85.79,119.95,450.935
การขายปลีกสินค้าใหม่อื่นๆในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกนาฬิกาแว่นตาและอุปกรณ์ถ่ายภาพ,11,8,7,4,30,13.5,9.1,14,6.8,43.4
ร้านขายปลีกเครื่องประดับ,50,50,57,41,198,105.01,130.4,126.6,118.21,480.22
ร้านขายปลีกดอกไม้ต้นไม้และอุปกรณ์ที่เกี่ยวข้อง,13,3,6,6,28,14.7,7,5.75,5.5,32.95
ร้านขายปลีกสัตว์เลี้ยงและอุปกรณ์ที่เกี่ยวข้อง,24,17,15,18,74,30.51,64.22,12.8,19.87,127.4
ร้านขายปลีกก๊าซและเชื้อเพลิงอื่นๆสำหรับใช้ในครัวเรือน,7,2,3,1,13,8.5,1.5,3,1,14
ร้านขายปลีกสินค้าใหม่อื่นๆซึ่งมิได้จัดประเภทไว้ในทื่อื่น,10,21,16,18,65,11,24.1,23.6,23.1,81.8
การขายปลีกสินค้ามือสองในร้านค้าเฉพาะ,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกวัตถุโบราณ,6,1,4,2,13,10.5,1,6,2,19.5
ร้านขายปลีกเครื่องแต่งกายรองเท้าและเครื่องหนังที่ใช้แล้ว,1,6,7,3,17,5,12,15,8.5,40.5
ร้านขายปลีกคอมพิวเตอร์และอุปกรณ์สื่อสารโทรคมนาคมที่ใช้แล้ว,3,2,2,2,9,2.01,1.1,2,1.02,6.13
ร้านขายปลีกเครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์ชนิดใช้ในครัวเรือนที่ใช้แล้ว,0,1,4,2,7,0,2,3.4,4,9.4
ร้านขายปลีกหนังสือหนังสือพิมพ์วารสารและนิตยสารที่ใช้แล้ว,0,0,0,0,0,0,0,0,0,0
ร้านขายปลีกสินค้าใช้แล้วอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,5,3,6,7,21,7.3,7.5,9.5,14.7,39
การขายปลีกผลิตภัณฑ์อาหารบนแผงลอยและตลาด,3,0,2,3,8,4,0,4.7,6.5,15.2
การขายปลีกเครื่องดื่มบนแผงลอยและตลาด,1,0,2,0,3,1,0,1.5,0,2.5
การขายปลีกผลิตภัณฑ์ยาสูบบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0
การขายปลีกสิ่งทอเสื้อผ้าและรองเท้าบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0
การขายปลีกสิ่งทอบนแผงลอยและตลาด,0,0,1,0,1,0,0,0.3,0,0.3
การขายปลีกเสื้อผ้ารองเท้าและเครื่องหนังบนแผงลอยและตลาด,1,3,4,3,11,1,7,3.02,3.5,14.52
การขายปลีกคอมพิวเตอร์และอุปกรณ์สื่อสารโทรคมนาคม บนแผงลอยและตลาด,3,0,5,3,11,3.5,0,4.9,6,14.4
การขายปลีกเครื่องใช้ไฟฟ้าและอิเล็กทรอนิกส์ชนิดใช้ในครัวเรือนบนแผงลอยและตลาด,1,2,3,1,7,5,2,2.5,0.1,9.6
การขายปลีกหนังสือหนังสือพิมพ์วารสารและนิตยสาร บนแผงลอยและตลาด,2,0,0,0,2,1.5,0,0,0,1.5
การขายปลีกสื่อบันทึกเสียงและภาพบนแผงลอยและตลาด,0,0,0,0,0,0,0,0,0,0
การขายปลีกสินค้าทางเภสัชภัณฑ์และเวชภัณฑ์ เครื่องหอมและเครื่องสำอางบนแผงลอยและตลาด,2,3,6,2,13,2,2.1,5.5,0.19,9.79
การขายปลีกนาฬิกาแว่นตาเครื่องเพชรพลอยบนแผงลอย และตลาด,1,0,1,6,8,3,0,1,8.6,12.6
การขายปลีกดอกไม้ต้นไม้สัตว์เลี้ยงและอาหารสำหรับสัตว์เลี้ยงบนแผงลอยและตลาด,2,0,0,1,3,0.7,0,0,0.1,0.8
การขายปลีกสินค้าอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่นบนแผงลอยและตลาด,1,1,2,5,9,5,2,6,9,22
การขายปลีกผ่านการสั่งซื้อทางไปรษณีย์หรือทางอินเทอร์เน็ต,0,0,0,0,0,0,0,0,0,0
การขายปลีกโดยการรับสั่งสินค้าทางไปรษณีย์โทรทัศน์วิทยุ และโทรศัพท์,1,3,6,13,23,0.1,6,6.8,15.5,28.4
การขายปลีกทางอินเทอร์เน็ต,200,158,202,241,801,191.041,242.648242,295.52,392.006,1121.215242
การขายปลีกโดยวิธีอื่นๆที่ไม่ได้กระทำในร้านค้าแผงลอยหรือ ตลาด,0,0,0,0,0,0,0,0,0,0
การขายตรง,0,3,0,2,5,0,2.5,0,2,4.5
การขายปลีกโดยไม่มีร้านซึ่งมิได้จัดประเภทไว้ในที่อื่น,3,6,21,21,51,9.1,22.5,85.1,79.51,196.21
การขนส่งทางบกและการขนส่งทางท่อลำเลียง,0,0,0,0,0,0,0,0,0,0
การขนส่งทางรถไฟ,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางรถไฟระหว่างเมือง,0,0,1,0,1,0,0,0.2,0,0.2
การขนส่งสินค้าทางรถไฟ,0,0,0,1,1,0,0,0,5,5
การขนส่งผู้โดยสารด้วยรถโดยสารประจำทาง,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารด้วยรถโดยสารประจำทางในกรุงเทพฯ และปริมณฑล,0,0,0,2,2,0,0,0,2,2
การขนส่งผู้โดยสารทางรถโดยสารประจำทางระหว่างกรุงเทพฯ กับจังหวัดอื่น,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางรถโดยสารประจำทางระหว่างจังหวัด,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางรถโดยสารประจำทางในชนบท,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางรถโดยสารประจำทางอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,6,5,4,3,18,5.4,4.2,5,6,20.6
การขนส่งทางบกอื่นๆ,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารในเขตเมืองและปริมณฑลยกเว้นทางรถโดยสารประจำทาง,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางบกอื่นๆ,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารโดยรถยนต์รับจ้าง/แท็กซี่,4,5,4,1,14,3.55,6,3.2,1,13.75
การขนส่งผู้โดยสารโดยรถสามล้อเครื่องและจักรยานยนต์รับจ้าง,0,0,0,0,0,0,0,0,0,0
การขนส่งและขนถ่ายสินค้า รวมถึงคนโดยสาร,166,165,158,157,646,274.762,194.87,188.838295,213.2,871.670295
การขนส่งผู้โดยสารทางบกอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,9,13,12,10,44,7.3,20.413888,14.8,14.1,56.613888
การขนส่งสินค้าทางถนน,0,0,0,0,0,0,0,0,0,0
การขนส่งสินค้าแช่เย็นหรือแช่แข็งทางถนน,4,3,8,2,17,4,3,6.55,1,14.55
การขนส่งผลิตภัณฑ์ปิโตรเลียมทางถนน,3,2,1,0,6,4,4.5,1,0,9.5
การขนส่งของเหลวหรือก๊าซ (ยกเว้นก๊าซธรรมชาติ) ทางถนน,0,0,0,1,1,0,0,0,1,1
การขนส่งสินค้าที่บรรจุในตู้คอนเทนเนอร์ทางถนน,4,6,5,6,21,4.5,6,5.6,11,27.1
การขนส่งสินค้าอื่นๆทางถนนซึ่งมิได้จัดประเภทไว้ในที่อื่น,51,52,35,33,171,53.255,71.05,43.1,46.32,213.725
การขนส่งทางระบบท่อลำเลียง,0,0,0,0,0,0,0,0,0,0
การขนส่งทางทะเลและตามแนวชายฝั่งทะเล,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางทะเลและตามแนวชายฝั่งทะเล,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางทะเลและตามแนวชายฝั่งทะเลโดยเรือโดยสารข้ามฟาก,0,2,0,0,2,0,1.5,0,0,1.5
การขนส่งผู้โดยสารทางทะเลและตามแนวชายฝั่งทะเลโดยเรือท่องเที่ยวหรือเรือโดยสารทัศนาจรขนาดใหญ่,1,1,3,1,6,2,5,3,5,15
การขนส่งผู้โดยสารทางทะเลและตามแนวชายฝั่งทะเลโดยเรืออื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
การขนส่งสินค้าทางทะเลและตามแนวชายฝั่งทะเล,0,0,0,0,0,0,0,0,0,0
การขนส่งสินค้าทางทะเลและตามแนวชายฝั่งทะเล,0,1,0,2,3,0,5,0,3,8
การบริการลากจูงและดัน เรือลำเลียง/สิ่งก่อสร้างลอยน้ำ ที่ดำเนินการทางทะเลและตามแนวชายฝั่งทะเล,0,0,0,0,0,0,0,0,0,0
การขนส่งทางน้ำภายในประเทศ,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางน้ำภายในประเทศโดยเรือโดยสารข้ามฟาก,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางน้ำภายในประเทศโดยเรือทัศนาจรหรือเรือสำราญกีฬา,0,0,0,1,1,0,0,0,2,2
การขนส่งผู้โดยสารทางน้ำภายในประเทศโดยเรืออื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
การขนส่งทางน้ำภายในประเทศ,0,2,0,2,4,0,2,0,4.5,6.5
การบริการลากจูงหรือการดัน เรือลำเลียง และสิ่งก่อสร้างลอยน้ำที่ดำเนินการทางน้ำภายในประเทศ,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางอากาศ,0,0,0,0,0,0,0,0,0,0
การขนส่งผู้โดยสารทางอากาศที่มีตารางเวลา,0,0,0,1,1,0,0,0,1,1
การขนส่งผู้โดยสารทางอากาศที่ไม่มีตารางเวลา,0,0,0,0,0,0,0,0,0,0
การขนส่งสินค้าทางอากาศที่มีตารางเวลา,0,0,0,0,0,0,0,0,0,0
การขนส่งสินค้าทางอากาศที่ไม่มีตารางเวลา,0,1,0,0,1,0,10,0,0,10
กิจกรรมที่เกี่ยวกับคลังสินค้าและการจัดเก็บสินค้า,0,0,0,0,0,0,0,0,0,0
กิจกรรมที่เกี่ยวกับคลังสินค้าและการจัดเก็บสินค้าแช่เย็นหรือแช่แข็ง,2,2,1,2,7,7,6.2,20,6,39.2
กิจกรรมที่เกี่ยวกับคลังสินค้าและการจัดเก็บสินค้าธัญพืช,0,0,0,0,0,0,0,0,0,0
กิจกรรมที่เกี่ยวกับคลังสินค้าและการจัดเก็บสินค้าอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,4,8,12,2,26,8,148.2,19.5,3,178.7
กิจกรรมสนับสนุนการขนส่ง,0,0,0,0,0,0,0,0,0,0
กิจกรรมบริการต่างๆสำหรับการขนส่งทางบก,0,0,0,0,0,0,0,0,0,0
กิจกรรมการบริการสำหรับการขนส่งทางรถไฟ,0,0,0,0,0,0,0,0,0,0
กิจกรรมการบริการสถานีรถโดยสาร,0,0,0,0,0,0,0,0,0,0
กิจกรรมการบริการสถานที่จอดยานพาหนะ,0,0,0,3,3,0,0,0,2.5,2.5
กิจกรรมการบริการรถยก,7,8,6,2,23,10,9,10.5,2,31.5
กิจกรรมการบริการอื่นๆที่สนับสนุนการขนส่งทางบก ซึ่งมิได้จัดประเภทไว้ในที่อื่น,1,1,1,3,6,1,0.5,4,56,61.5
กิจกรรมการดำเนินงานเกี่ยวกับสิ่งอำนวยความสะดวกของท่าเรือ (ยกเว้นการขนถ่ายสินค้า),0,0,2,1,3,0,0,0.2,2,2.2
กิจกรรมการบริการต่าง ๆ สำหรับการขนส่งทางน้ำ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,1,0,0,1,0,3,0,0,3
กิจกรรมการดำเนินงานของสนามบิน (ยกเว้นการขนถ่ายสินค้า),0,0,0,0,0,0,0,0,0,0
กิจกรรมการบริการอื่นๆที่สนับสนุนการขนส่งทางอากาศซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
การขนถ่ายสินค้า,0,0,0,0,0,0,0,0,0,0
การขนถ่ายสินค้า,3,4,1,1,9,3,51,2,1,57
การขนถ่ายสัมภาระ,0,0,0,0,0,0,0,0,0,0
กิจกรรมอื่น ๆ ที่สนับสนุนการขนส่ง,0,0,0,0,0,0,0,0,0,0
กิจกรรมการบริหารจัดการด้านการขนส่งและสถานที่เก็บสินค้า,16,10,13,10,49,28.2,15.1,23,12.62,78.92
กิจกรรมของตัวแทนผู้รับจัดการขนส่งสินค้าและตัวแทนออกของ (ตัวแทนดำเนินพิธีการศุลกากร),48,65,60,53,226,75.3,108.58,121.8,156.45,462.13
กิจกรรมบริการบรรจุหีบห่อเพื่อการขนส่ง,2,2,1,1,6,3,1.3,1,5,10.3
กิจกรรมอื่น ๆ ที่สนับสนุนการขนส่งซึ่งมิได้จัดประเภทไว้ในที่อื่น,2,0,2,2,6,3,0,4,7,14
กิจกรรมไปรษณีย์,0,2,0,1,3,0,3.05,0,1,4.05
กิจกรรมการรับส่งเอกสาร/สิ่งของ,4,1,7,8,20,4,1,6.1,5.85,16.95
ที่พักแรม,0,0,0,0,0,0,0,0,0,0
ที่พักแรมระยะสั้น,0,0,0,0,0,0,0,0,0,0
