type,jan_regis,feb_regis,mar_regis,apr_regis,total_regis,jan_m,feb_m,mar_m,apr_m,total_m
กิจกรรมการดูแลรักษาในสถานที่ที่มีที่พักและมีคนดูแลประจำ สำหรับผู้ใช้สารเสพติด,1,0,0,1,2,1,0,0,5,6
กิจกรรมการดูแลรักษาในสถานที่ที่มีที่พักและมีคนดูแลประจำ สำหรับผู้สูงอายุ,17,9,12,17,55,26,12,16.5,22.7,77.2
กิจกรรมการดูแลรักษาในสถานที่ที่มีที่พักและมีคนดูแลประจำ สำหรับเด็กและเยาวชนพิการ,0,0,0,0,0,0,0,0,0,0
กิจกรรมการดูแลรักษาในสถานที่ที่มีที่พักและมีคนดูแลประจำ สำหรับผู้พิการ,0,0,0,0,0,0,0,0,0,0
กิจกรรมการดูแลรักษาในสถานที่ที่มีที่พักและมีคนดูแลประจำ สำหรับเด็กและเยาวชน (ยกเว้น ผู้พิการซึ่งไม่สามารถช่วยเหลือตนเองได้ทั้งหมด หรือผู้ที่ไม่สามารถอยู่ตามลำพังได้และผู้ใช้สารเสพติด),1,0,0,0,1,5,0,0,0,5
กิจกรรมการดูแลรักษาในสถานที่ที่มีที่พักและมีคนดูแลประจำ สำหรับบุคคลอื่น ๆ ซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
กิจกรรมสังคมสงเคราะห์โดยไม่มีที่พักอาศัยสำหรับผู้สูงอายุ,1,1,1,1,4,1,0.1,0.5,1,2.6
กิจกรรมสังคมสงเคราะห์โดยไม่มีที่พักอาศัยสำหรับผู้พิการ,0,0,0,0,0,0,0,0,0,0
กิจกรรมการรับเลี้ยงเด็กกลางวัน,1,0,0,0,1,1,0,0,0,1
กิจกรรมงานสังคมสงเคราะห์อื่นๆโดยไม่มีที่พักอาศัยซึ่งมิได้ จัดประเภทไว้ในที่อื่น,0,1,2,1,4,0,1,2,0.17,3.17
กิจกรรมการสร้างสรรค์ศิลปะและความบันเทิง,0,0,0,0,0,0,0,0,0,0
กิจกรรมการสร้างสรรค์ศิลปะ,7,3,5,8,23,8.1,6,10,10.51,34.61
กิจกรรมด้านความบันเทิง,34,26,29,31,120,46.7,25.6,46.3,42.25,160.85
กิจกรรมห้องสมุด,1,0,0,0,1,5,0,0,0,5
กิจกรรมหอจดหมายเหตุ,0,0,0,0,0,0,0,0,0,0
กิจกรรมพิพิธภัณฑ์,0,0,0,1,1,0,0,0,0.1,0.1
กิจกรรมการดำเนินงานเกี่ยวข้องกับโบราณสถานและอาคารทางประวัติศาสตร์,0,0,0,0,0,0,0,0,0,0
กิจกรรมสวนพฤกษชาติและสวนสัตว์,1,2,0,1,4,1,3.65,0,1,5.65
กิจกรรมการอนุรักษ์ธรรมชาติ,1,0,0,0,1,1,0,0,0,1
กิจกรรมการพนันและการเสี่ยงโชค,0,0,0,0,0,0,0,0,0,0
กิจกรรมการขายสลากกินแบ่ง,0,0,3,0,3,0,0,2.5,0,2.5
กิจกรรมการพนันและการเสี่ยงโชคอื่นๆซึ่งมิได้จัดประเภทไว้ ในที่อื่น,0,0,0,1,1,0,0,0,0.3,0.3
กิจกรรมด้านการกีฬา ความบันเทิงและนันทนาการ,0,0,0,0,0,0,0,0,0,0
กิจกรรมด้านการกีฬา,0,0,0,0,0,0,0,0,0,0
การดำเนินงานเกี่ยวกับสิ่งอำนวยความสะดวกทางการกีฬา,0,0,0,0,0,0,0,0,0,0
การดำเนินงานเกี่ยวกับสิ่งอำนวยความสะดวกสำหรับการแข่งขัน กีฬา,16,10,17,11,54,33,30.5,34.5,25.2,123.2
การดำเนินงานของสถานที่ออกกำลังกาย,26,26,22,21,95,46.74,54.3,40.9,54.4,196.34
กิจกรรมด้านสโมสรกีฬา,2,3,3,5,13,5.1,20.2,0.16,4,29.46
กิจกรรมอื่นๆทางด้านการกีฬา,0,0,0,0,0,0,0,0,0,0
กิจกรรมการจัดการแข่งขันกีฬา,3,4,2,2,11,3,8,6,5,22
กิจกรรมของสมาคม/สมาพันธ์กีฬา,1,0,1,0,2,1,0,0.7,0,1.7
กิจกรรมอื่นๆทางด้านการกีฬาซึ่งมิได้จัดประเภทไว้ในที่อื่น,4,1,5,2,12,9,2,3.3,6,20.3
กิจกรรมทางด้านความบันเทิงและนันทนาการอื่น ๆ,0,0,0,0,0,0,0,0,0,0
กิจกรรมด้านสวนสนุกและธีมปาร์ค,2,1,3,3,9,2,2,3,5,12
กิจกรรมด้านความบันเทิงและนันทนาการอื่น ๆ ซึ่งมิได้จัดประเภท ไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
กิจกรรมสวนพักผ่อนหย่อนใจและชายหาด,0,0,0,0,0,0,0,0,0,0
กิจกรรมการแสดงโชว์เพื่อความบันเทิงและการนันทนาการ,1,2,5,1,9,4,1.5,7.2,2,14.7
กิจกรรมการดำเนินงานร้านเกมและตู้เกมหยอดเหรียญ,8,0,6,3,17,10.3,0,7.5,3.5,21.3
กิจกรรมด้านความบันเทิงและการนันทนาการอื่นๆซึ่งมิได้ จัดประเภทไว้ในที่อื่น,4,2,4,3,13,4,1.5,3.1,1.6,10.2
กิจกรรมขององค์กรสมาชิกธุรกิจและองค์กรสมาชิกนายจ้าง,0,0,0,0,0,0,0,0,0,0
กิจกรรมขององค์กรสมาชิกผู้ประกอบวิชาชีพ,0,0,0,0,0,0,0,0,0,0
กิจกรรมของสหภาพแรงงาน,0,0,0,0,0,0,0,0,0,0
กิจกรรมขององค์กรทางศาสนา,0,0,0,0,0,0,0,0,0,0
กิจกรรมขององค์กรสิทธิมนุษยชน,0,0,0,0,0,0,0,0,0,0
กิจกรรมของสมาคมเยาวชน,0,0,0,0,0,0,0,0,0,0
กิจกรรมขององค์กรด้านสิ่งแวดล้อมและนิเวศวิทยา,0,0,0,0,0,0,0,0,0,0
กิจกรรมของสมาคมด้านวัฒนธรรมและนันทนาการ,0,0,0,0,0,0,0,0,0,0
กิจกรรมการเป็นสมาชิกองค์กรอื่นๆซึ่งมิได้จัดประเภทไว้ในที่อื่น,0,0,0,0,0,0,0,0,0,0
การซ่อมคอมพิวเตอร์และอุปกรณ์สื่อสาร,0,0,0,0,0,0,0,0,0,0
การซ่อมคอมพิวเตอร์และอุปกรณ์ต่อพ่วง,4,4,4,1,13,8.95,4,5.1,0.1,18.15
การซ่อมอุปกรณ์สื่อสาร,3,2,3,2,10,3,2,3,2,10
การซ่อมเครื่องอิเล็กทรอนิกส์สำหรับผู้บริโภค,1,0,1,2,4,1,0,0.8,1.1,2.9
การซ่อมเครื่องใช้ในครัวเรือนและอุปกรณ์สำหรับบ้านและสวน,5,1,4,1,11,8.15,1,2.2,1,12.35
การซ่อมรองเท้าและเครื่องหนัง,1,1,0,1,3,1,2,0,3,6
การซ่อมเฟอร์นิเจอร์และของตกแต่งบ้าน,1,0,0,1,2,2,0,0,3,5
